SYMBOL,Company Name,Company Code,Quarter,Result Date,Price on Result Date,High in next 90 days,Low in next 90 days,margin,ebitda,revenue,profit,Change
ALPSINDUS,alpsindustries,AI12,Mar 2020 - Jun 2020,31-07-2020,1.15,1.5,1.0,-9.95,-18.943722943722943,-0.8213333333333335,-2.414507772020725,0.3043478260869566
ALPSINDUS,alpsindustries,AI12,Dec 2019 - Mar 2020,,1.7,1.7,1.05,0.9297426317974263,0.8890818319947905,-0.5791675381719305,0.7352891586578991,-0.38235294117647056
ALPSINDUS,alpsindustries,AI12,Jun 2019 - Sep 2019,14-11-2019,0.7,2.45,0.7,0.19397590361445785,0.09999999999999996,-0.11580231848688217,6.592411260709914,2.5000000000000004
ALPSINDUS,alpsindustries,AI12,Mar 2019 - Jun 2019,14-08-2019,0.5,0.6,0.3,-0.412556053811659,-0.2810457516339869,0.09317585301837267,0.5088640840446487,-0.4
ALPSINDUS,alpsindustries,AI12,Dec 2018 - Mar 2019,30-05-2019,0.9,1.0,0.4,0.2158730158730158,0.028061224489795887,-0.24035214664737087,1.0080213903743316,-0.5555555555555556
ALPSINDUS,alpsindustries,AI12,Sep 2018 - Dec 2018,13-02-2018,4.95,4.95,2.25,0.3427800269905533,0.35695538057742776,0.021098687408847717,108.27777777777777,-0.5454545454545455
ALPSINDUS,alpsindustries,AI12,Jun 2018 - Sep 2018,14-11-2018,2.75,3.65,2.75,-0.809034907597536,-0.5224489795918367,0.15872069924513313,-0.12325220093215965,0.3272727272727272
ALPSINDUS,alpsindustries,AI12,Mar 2018 - Jun 2018,13-08-2018,3.4,3.5,2.4,-0.48467650397275813,-0.4490616621983915,0.024085005903187795,-0.1383125864453665,-0.29411764705882354
ALPSINDUS,alpsindustries,AI12,Dec 2017 - Mar 2018,30-05-2018,2.15,3.55,1.85,-0.7048929663608563,-0.7345050878815911,-0.017057827244132552,-0.3130822195220737,0.6511627906976744
AMARAJABAT,amararajabatteries,ARB,Jun 2022 - Sep 2022,03-11-2022,519.75,653.1,519.75,0.3317307692307692,0.3514033338082348,0.02960225442237818,0.3439518934499553,0.2565656565656566
AMARAJABAT,amararajabatteries,ARB,Dec 2021 - Mar 2022,20-05-2022,529.15,529.15,445.3,-0.35238095238095235,-0.46608936108281196,-0.08478376494754597,-0.4699038947900862,-0.1584616838325616
AMARAJABAT,amararajabatteries,ARB,Sep 2021 - Dec 2021,13-02-2021,987.65,987.65,766.5,-0.02112676056338025,0.022286196456048093,0.0429947545723137,0.006744666207845961,-0.2239153546296765
AMARAJABAT,amararajabatteries,ARB,Jun 2021 - Sep 2021,12-11-2021,696.7,696.7,591.4,-0.037931034482758634,0.13519138998883135,0.1669412362255151,0.14010532150776053,-0.15114109372757292
AMARAJABAT,amararajabatteries,ARB,Mar 2021 - Jun 2021,14-08-2021,729.25,770.55,666.3,-0.3765227021040975,-0.5347226298796596,-0.11475105637349764,-0.526027397260274,-0.08632156324991436
AMARAJABAT,amararajabatteries,ARB,Jun 2020 - Sep 2020,27-10-2020,786.75,1013.75,743.05,0.46954674220963166,0.6846592988362731,0.40521410267008345,0.6895215382322254,0.28852875754687
AMARAJABAT,amararajabatteries,ARB,Mar 2020 - Jun 2020,,742.75,832.5,710.45,-0.5367156208277702,-1.111639781826622,-0.3736644603116694,-1.1971515442470795,0.12083473577919893
AMARAJABAT,amararajabatteries,ARB,Dec 2019 - Mar 2020,30-05-2020,614.6,766.65,614.6,-0.09383145091225023,-0.20911189272367542,-0.10505314944447598,-0.19563000728332108,0.24739668076797908
AMARAJABAT,amararajabatteries,ARB,Sep 2019 - Dec 2019,11-02-2019,740.45,750.6,634.9,-0.10087370929308973,-0.0679514567519659,0.029876625160227085,-0.33168859649122817,-0.14254845026672977
AMARAJABAT,amararajabatteries,ARB,Jun 2019 - Sep 2019,09-11-2019,654.2,805.85,654.2,0.14141414141414135,0.08103506979911483,-0.07057116397591007,0.35625085769177994,0.23180984408437783
AMARAJABAT,amararajabatteries,ARB,Mar 2019 - Jun 2019,20-07-2019,610.65,737.2,602.8,0.035294117647058816,0.16709892552797326,0.136764098184523,0.15384068784196683,0.20723818881519704
AMARAJABAT,amararajabatteries,ARB,Dec 2018 - Mar 2019,,619.95,737.2,602.8,-0.026132404181184576,-0.10981983985765124,-0.08165414589622977,-0.09917702384951284,0.189128155496411
AMARAJABAT,amararajabatteries,ARB,Sep 2018 - Dec 2018,10-02-2018,800.1,888.45,770.0,0.096774193548387,0.06503331830252011,-0.03445528896651828,0.08144243257697291,0.11042369703787029
AMARAJABAT,amararajabatteries,ARB,Jun 2018 - Sep 2018,09-11-2018,772.5,785.2,697.45,0.09586466165413546,0.08354321847703769,-0.014614528963806005,0.059885219995009585,-0.09715210355987049
AMBER,amberenterprisesindialimited,AEI01,Jun 2022 - Sep 2022,21-10-2022,2149.75,2149.75,1924.25,-0.9295154185022025,-3.6913145539906105,-1.4328793774319064,19.729257641921397,-0.10489591813001511
AMBER,amberenterprisesindialimited,AEI01,Dec 2021 - Mar 2022,13-05-2022,3379.45,3379.45,2058.8,-0.05009276437847875,0.47179929139136273,0.49693032958294825,0.4445193929173693,-0.39078844190622725
AMBER,amberenterprisesindialimited,AEI01,Sep 2021 - Dec 2021,29-01-2022,3190.2,3888.05,3144.45,0.5123674911660778,0.7061276287164612,0.39701731517310035,0.7604735883424407,0.21874804087518038
AMBER,amberenterprisesindialimited,AEI01,Jun 2021 - Sep 2021,30-10-2021,3305.75,3662.65,3029.45,-0.2753623188405798,-0.5367057371992596,-0.20502825628106477,-0.4195183776932826,0.10796339711109433
AMBER,amberenterprisesindialimited,AEI01,Mar 2021 - Jun 2021,,2928.9,3678.2,2742.8,-1.2556818181818181,-4.0947410678442395,-1.257892729507155,-5.828571428571429,0.2558298337259721
AMBER,amberenterprisesindialimited,AEI01,Jun 2020 - Sep 2020,,2243.2,2905.9,2165.25,4.605166051660516,3.2920433996383367,0.36398401686563875,9.422535211267606,0.29542617689015704
AMBER,amberenterprisesindialimited,AEI01,Mar 2020 - Jun 2020,07-08-2020,1779.2,2462.25,1654.75,1.6223132036847492,4.152662721893491,-4.069107727885913,3.626254180602007,0.3839084982014388
AMBER,amberenterprisesindialimited,AEI01,Dec 2019 - Mar 2020,30-05-2020,1245.85,1840.2,1245.85,0.2697368421052631,0.5620620620620621,0.4005155187883028,0.6050620821394461,0.4770638519886023
AMBER,amberenterprisesindialimited,AEI01,Sep 2019 - Dec 2019,08-02-2019,696.1,856.75,631.8,0.4504504504504505,0.5648571428571428,0.2095176489986428,0.5090689238210399,0.2307858066369774
AMBER,amberenterprisesindialimited,AEI01,Jun 2019 - Sep 2019,,998.8,1603.25,975.35,-2.3975409836065573,-5.730137885751805,-0.9830883768692639,-4.281609195402299,0.6051762114537446
AMBER,amberenterprisesindialimited,AEI01,Mar 2019 - Jun 2019,09-08-2019,799.25,1045.4,799.25,-0.026537997587454846,0.007512195121951181,0.03230739356279436,-0.0388621172081455,0.3079762277134815
AMBER,amberenterprisesindialimited,AEI01,Dec 2018 - Mar 2019,24-05-2019,739.15,851.7,739.15,0.699177438307873,0.8696549690356826,0.566809642059849,0.940146640730211,0.15226949874856263
AMBER,amberenterprisesindialimited,AEI01,Sep 2018 - Dec 2018,09-03-2018,1106.45,1190.45,1020.5,0.7929687500000001,0.8687782805429864,0.36342404941131057,1.6375,-0.07768087125491441
AMBER,amberenterprisesindialimited,AEI01,Jun 2018 - Sep 2018,01-11-2018,854.2,928.15,744.1,-10.660377358490564,-24.160919540229884,-1.1469027621964163,11.392156862745098,-0.1288925310231796
AMBUJACEM,ambujacements,AC18,Sep 2021 - Dec 2021,,367.9,385.15,281.2,-0.6041486603284355,-0.3981183405123555,0.12827725670401607,-1.0801069970435027,-0.23566186463712963
AMBUJACEM,ambujacements,AC18,Jun 2021 - Sep 2021,26-10-2021,380.35,431.25,350.3,-0.25700431034482757,-0.31983428191532487,-0.049812475459333524,-0.3043090806542583,0.1338241093729459
AMBUJACEM,ambujacements,AC18,Jun 2020 - Sep 2020,22-10-2020,253.6,270.35,235.4,-0.08053333333333342,0.18650412830156066,0.24723355490828225,0.2625952291744723,-0.07176656151419554
AMBUJACEM,ambujacements,AC18,Mar 2020 - Jun 2020,24-07-2020,200.95,253.35,198.25,0.18114511352418566,-0.10182479036697742,-0.3457000928045269,-0.25172752523541764,0.26076138342871363
AMBUJACEM,ambujacements,AC18,Dec 2019 - Mar 2020,27-04-2020,172.3,204.95,162.35,0.2368896925858951,0.12942492814013162,-0.14029243190829577,0.03126902729105499,0.18949506674405092
AMBUJACEM,ambujacements,AC18,Sep 2019 - Dec 2019,,208.55,213.6,139.35,-0.07424960505529223,0.08404981386279017,0.14717306256700396,0.26109000502821395,-0.3318149124910094
AMBUJACEM,ambujacements,AC18,Jun 2019 - Sep 2019,18-10-2019,207.65,212.05,191.5,-0.36911764705882366,-0.5918712955122777,-0.16308522085948118,-0.5640889930627755,-0.077775102335661
AMBUJACEM,ambujacements,AC18,Mar 2019 - Jun 2019,25-07-2019,214.05,220.55,185.95,0.22932330827067676,0.25535714285714284,0.0336818606861995,0.1652063568795698,-0.1312777388460641
AMBUJACEM,ambujacements,AC18,Dec 2018 - Mar 2019,30-04-2019,220.5,239.15,205.4,0.23484320557491284,0.24606357467217713,0.014935511733790026,-0.9897792254795513,0.08458049886621317
AMBUJACEM,ambujacements,AC18,Sep 2018 - Dec 2018,20-02-2018,263.7,263.7,210.45,0.09744990892531878,0.1927127040415798,0.10568194653334685,0.7140871918745089,-0.20193401592718999
AMBUJACEM,ambujacements,AC18,Jun 2018 - Sep 2018,23-10-2018,200.6,227.25,190.45,-0.5438950554994955,-0.7536550197840519,-0.13585860096583677,-0.7354250960633126,0.132851445663011
