symbol,companyname,companycode,Revenue Sep 2022,EBITDA Sep 2022,Profit Sep 2022,Margin Sep 2022,Revenue Jun 2022,EBITDA Jun 2022,Profit Jun 2022,Margin Jun 2022,Revenue Mar 2022,EBITDA Mar 2022,Profit Mar 2022,Margin Mar 2022,Revenue Dec 2021,EBITDA Dec 2021,Profit Dec 2021,Margin Dec 2021,Revenue Sep 2021,EBITDA Sep 2021,Profit Sep 2021,Margin Sep 2021,Revenue Jun 2021,EBITDA Jun 2021,Profit Jun 2021,Margin Jun 2021,Revenue Mar 2021,EBITDA Mar 2021,Profit Mar 2021,Margin Mar 2021,Revenue Dec 2020,EBITDA Dec 2020,Profit Dec 2020,Margin Dec 2020,Revenue Sep 2020,EBITDA Sep 2020,Profit Sep 2020,Margin Sep 2020,Revenue Jun 2020,EBITDA Jun 2020,Profit Jun 2020,Margin Jun 2020,Revenue Mar 2020,EBITDA Mar 2020,Profit Mar 2020,Margin Mar 2020,Revenue Dec 2019,EBITDA Dec 2019,Profit Dec 2019,Margin Dec 2019,Revenue Sep 2019,EBITDA Sep 2019,Profit Sep 2019,Margin Sep 2019,Revenue Jun 2019,EBITDA Jun 2019,Profit Jun 2019,Margin Jun 2019,Revenue Mar 2019,EBITDA Mar 2019,Profit Mar 2019,Margin Mar 2019,Revenue Dec 2018,EBITDA Dec 2018,Profit Dec 2018,Margin Dec 2018,Revenue Sep 2018,EBITDA Sep 2018,Profit Sep 2018,Margin Sep 2018,Revenue Jun 2018,EBITDA Jun 2018,Profit Jun 2018,Margin Jun 2018,Revenue Sep 2015,EBITDA Sep 2015,Profit Sep 2015,Margin Sep 2015,Revenue Jun 2015,EBITDA Jun 2015,Profit Jun 2015,Margin Jun 2015,Revenue Mar 2018,EBITDA Mar 2018,Profit Mar 2018,Margin Mar 2018,Revenue Dec 2017,EBITDA Dec 2017,Profit Dec 2017,Margin Dec 2017,Revenue Sep 2017,EBITDA Sep 2017,Profit Sep 2017,Margin Sep 2017,Revenue Jun 2017,EBITDA Jun 2017,Profit Jun 2017,Margin Jun 2017,Revenue Mar 2017,EBITDA Mar 2017,Profit Mar 2017,Margin Mar 2017,Revenue Dec 2016,EBITDA Dec 2016,Profit Dec 2016,Margin Dec 2016,Revenue Sep 2016,EBITDA Sep 2016,Profit Sep 2016,Margin Sep 2016,Revenue Jun 2016,EBITDA Jun 2016,Profit Jun 2016,Margin Jun 2016,Revenue Mar 2016,EBITDA Mar 2016,Profit Mar 2016,Margin Mar 2016,Revenue Dec 2015,EBITDA Dec 2015,Profit Dec 2015,Margin Dec 2015,Revenue Mar 2015,EBITDA Mar 2015,Profit Mar 2015,Margin Mar 2015,Revenue Dec 2014,EBITDA Dec 2014,Profit Dec 2014,Margin Dec 2014,Revenue Sep 2014,EBITDA Sep 2014,Profit Sep 2014,Margin Sep 2014,Revenue Jun 2014,EBITDA Jun 2014,Profit Jun 2014,Margin Jun 2014,Revenue Mar 2014,EBITDA Mar 2014,Profit Mar 2014,Margin Mar 2014,Revenue Dec 2013,EBITDA Dec 2013,Profit Dec 2013,Margin Dec 2013,Revenue Sep 2013,EBITDA Sep 2013,Profit Sep 2013,Margin Sep 2013,Revenue Jun 2013,EBITDA Jun 2013,Profit Jun 2013,Margin Jun 2013,Revenue Mar 2013,EBITDA Mar 2013,Profit Mar 2013,Margin Mar 2013,Revenue Dec 2012,EBITDA Dec 2012,Profit Dec 2012,Margin Dec 2012,Revenue Sep 2012,EBITDA Sep 2012,Profit Sep 2012,Margin Sep 2012,Revenue Jun 2012,EBITDA Jun 2012,Profit Jun 2012,Margin Jun 2012,Revenue Dec 2011,EBITDA Dec 2011,Profit Dec 2011,Margin Dec 2011,Revenue Mar 2012,EBITDA Mar 2012,Profit Mar 2012,Margin Mar 2012,Revenue Sep 2011,EBITDA Sep 2011,Profit Sep 2011,Margin Sep 2011,Revenue Jun 2011,EBITDA Jun 2011,Profit Jun 2011,Margin Jun 2011,Revenue Mar 2011,EBITDA Mar 2011,Profit Mar 2011,Margin Mar 2011,Revenue Dec 2010,EBITDA Dec 2010,Profit Dec 2010,Margin Dec 2010,Revenue Sep 2010,EBITDA Sep 2010,Profit Sep 2010,Margin Sep 2010,Revenue Jun 2010,EBITDA Jun 2010,Profit Jun 2010,Margin Jun 2010,Revenue Mar 2010,EBITDA Mar 2010,Profit Mar 2010,Margin Mar 2010,Revenue Dec 2009,EBITDA Dec 2009,Profit Dec 2009,Margin Dec 2009,Revenue Sep 2009,EBITDA Sep 2009,Profit Sep 2009,Margin Sep 2009,Revenue Mar 2009,EBITDA Mar 2009,Profit Mar 2009,Margin Mar 2009,Revenue Dec 2008,EBITDA Dec 2008,Profit Dec 2008,Margin Dec 2008,Revenue Sep 2008,EBITDA Sep 2008,Profit Sep 2008,Margin Sep 2008,Revenue Jun 2008,EBITDA Jun 2008,Profit Jun 2008,Margin Jun 2008,Revenue Mar 2008,EBITDA Mar 2008,Profit Mar 2008,Margin Mar 2008,Revenue Dec 2007,EBITDA Dec 2007,Profit Dec 2007,Margin Dec 2007,Revenue Sep 2007,EBITDA Sep 2007,Profit Sep 2007,Margin Sep 2007,Revenue Jun 2007,EBITDA Jun 2007,Profit Jun 2007,Margin Jun 2007,Revenue Dec 2006,EBITDA Dec 2006,Profit Dec 2006,Margin Dec 2006,Revenue Jun 2009,EBITDA Jun 2009,Profit Jun 2009,Margin Jun 2009,Revenue Jun 2005,EBITDA Jun 2005,Profit Jun 2005,Margin Jun 2005,Revenue Mar 2007,EBITDA Mar 2007,Profit Mar 2007,Margin Mar 2007,Revenue Sep 2006,EBITDA Sep 2006,Profit Sep 2006,Margin Sep 2006,Revenue Jun 2006,EBITDA Jun 2006,Profit Jun 2006,Margin Jun 2006,Revenue Mar 2006,EBITDA Mar 2006,Profit Mar 2006,Margin Mar 2006,Revenue Dec 2005,EBITDA Dec 2005,Profit Dec 2005,Margin Dec 2005,Revenue Sep 2005,EBITDA Sep 2005,Profit Sep 2005,Margin Sep 2005
ABAN,abanoffshore,AO04,94.88,-27.14,-207.48,-28.6,149.96,-26.93,-212.76,-17.96,128.33,-1086.74,-1345.32,-846.83,136.58,-38.13,-326.94,-27.92,140.28,-17.68,-247.88,-12.6,193.15,17.14,-255.85,8.87,264.59,-1268.53,-1283.05,-479.43,214.36,-1.10,-281.17,-0.51,293.66,55.84,-194.23,19.02,296.87,70.12,-214.38,23.62,354.39,-7813.37,-7805.31,-2204.74,304.96,-133.61,-416.02,-43.81,177.89,-124.30,-364.03,-69.87,136.80,-138.78,-386.41,-101.45,138.90,-3813.00,-4129.32,-2745.14,194.25,-153.53,-447.59,-79.04,219.81,-150.34,-381.43,-68.4,295.31,-75.72,-312.77,-25.64,,,,,,,,,328.36,-1274.97,-1780.30,-388.28,376.06,-53.87,-332.62,-14.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ABB,abbindia,ABB,,,,,2081.63,180.65,145.67,8.68,1960.42,161.81,79.66,8.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1723.76,100.70,135.28,5.84,1708.58,101.86,130.40,5.96,1828.30,122.21,116.19,6.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2172.09,95.83,64.29,4.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ABMINTLLTD,abminternational,ABM02,17.38,-6.70,-6.51,-38.55,22.49,-1.21,-1.12,-5.38,17.61,-0.39,-0.36,-2.21,32.01,1.39,0.93,4.34,31.55,2.35,2.18,7.45,45.81,-1.46,-1.37,-3.19,30.40,1.11,1.41,3.65,60.28,9.38,8.07,15.56,17.92,1.35,1.47,7.53,20.02,-0.85,-0.80,-4.25,19.89,-1.66,-3.76,-8.35,40.92,-1.16,-0.90,-2.83,8.82,-0.16,-0.01,-1.81,28.08,-0.20,-0.16,-0.71,17.90,-1.52,-1.49,-8.49,33.65,0.38,0.20,1.13,,,,,19.69,-0.40,-0.32,-2.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ABSLAMC,adityabirlasunlifeamc,ABS,311.09,173.83,191.69,55.88,304.50,172.73,102.84,56.73,323.53,186.95,158.52,57.78,334.29,231.40,186.24,69.22,331.97,191.49,173.07,57.68,303.17,174.16,154.94,57.45,315.32,192.09,156.74,60.92,278.75,152.31,146.76,54.64,255.12,129.51,125.43,50.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACC,acc,ACC06,3910.49,-157.07,-90.25,-4.02,4393.27,261.56,223.00,5.95,4321.86,480.75,392.69,11.12,4137.42,395.81,278.97,9.57,3653.30,561.73,448.17,15.38,3810.40,722.85,566.18,18.97,4291.97,717.01,558.13,16.71,4144.72,414.47,468.55,10.0,3467.50,510.58,363.25,14.72,2520.30,362.69,268.74,14.39,3433.02,428.53,320.79,12.48,3969.77,380.15,268.40,9.58,3464.43,405.90,299.51,11.72,4059.28,636.16,452.81,15.67,3849.63,384.13,342.80,9.98,3788.62,332.63,729.40,8.78,3363.96,292.74,206.69,8.7,3767.90,475.88,326.77,12.63,,,,,,,,,3556.99,343.65,247.44,9.66,3417.14,284.26,202.60,8.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACCELYA,accelyakalesolutions,KAL,115.27,42.61,33.11,36.97,103.03,33.02,25.17,32.05,92.79,25.67,19.82,27.66,87.22,21.93,16.98,25.14,85.27,18.20,14.23,21.34,85.73,23.67,18.36,27.61,74.18,11.90,10.89,16.04,70.97,13.98,10.91,19.7,59.22,2.00,2.05,3.38,62.43,2.86,3.56,4.58,107.62,32.89,23.67,30.56,111.71,37.25,27.02,33.35,121.78,47.05,32.56,38.64,108.83,35.64,26.40,32.75,103.64,36.60,26.47,35.31,107.75,38.48,30.26,35.71,109.98,36.60,23.24,33.28,98.37,31.25,21.92,31.77,,,,,,,,,93.26,34.05,22.01,36.51,91.95,31.52,22.30,34.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACCURACY,accuracyshipping,AS26,238.12,1.31,0.07,0.55,248.84,7.98,2.55,3.21,255.01,-2.87,-4.39,-1.13,218.67,14.72,10.19,6.73,189.78,11.92,6.92,6.28,160.64,9.86,5.41,6.14,134.77,3.73,4.20,2.77,113.64,7.90,3.52,6.95,122.30,5.35,1.12,4.37,4.02,0.09,0.01,2.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACE,actionconstructionequipment,ACE3,491.83,41.07,33.86,8.35,497.68,36.06,45.27,7.25,510.59,43.21,35.41,8.46,436.58,35.45,27.37,8.12,360.90,30.85,22.91,8.55,321.50,26.53,19.31,8.25,457.38,46.20,38.57,10.1,400.48,41.65,30.92,10.4,268.32,20.73,14.60,7.73,100.97,-3.55,-4.30,-3.52,305.47,23.51,13.61,7.7,289.26,19.17,12.72,6.63,268.12,17.16,14.31,6.4,293.37,18.70,11.82,6.37,299.66,20.84,12.19,6.95,362.64,22.99,14.85,6.34,343.98,18.32,12.39,5.33,336.25,23.87,16.59,7.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADANIENT,adanienterprises,AE13,38175.23,1337.96,438.90,3.5,40844.25,1325.29,410.73,3.24,24865.52,813.81,255.01,3.27,18757.87,417.78,-98.16,2.23,13218.02,563.02,121.74,4.26,12578.77,670.81,196.78,5.33,13525.07,747.49,209.13,5.53,11620.45,639.77,286.60,5.51,9126.42,641.85,399.24,7.03,5265.19,-61.20,-148.65,-1.16,13428.83,237.07,19.28,1.77,10948.17,635.73,322.21,5.81,8464.19,267.49,-42.16,3.16,10561.37,671.96,498.67,6.36,13236.62,598.41,209.81,4.52,10429.67,477.50,45.70,4.58,9154.59,283.40,55.72,3.1,7557.78,219.71,2.94,2.91,,,,,,,,,10234.03,493.44,161.37,4.82,9938.37,606.95,217.60,6.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADANIGREEN,adanigreenenergylimited,ADANI54145,1586.00,568.00,146.00,35.81,1635.00,668.00,217.00,40.86,1461.00,698.00,136.00,47.78,1400.00,783.00,48.00,55.93,1295.00,606.00,100.00,46.8,977.00,572.00,219.00,58.55,979.00,493.00,104.00,50.36,722.58,482.23,41.42,66.74,611.91,384.84,13.71,62.89,778.51,469.87,19.77,60.36,692.67,115.76,64.00,16.71,501.43,249.18,-128.77,49.69,674.78,444.97,101.50,65.94,660.81,245.97,-98.01,37.22,680.95,179.37,-87.95,26.34,456.22,298.31,-120.27,65.39,448.61,-103.96,-187.95,-23.17,472.19,35.66,-74.27,7.55,,,,,,,,,341.07,89.27,11.46,26.17,169.30,43.72,-32.40,25.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADANIPORTS,adaniportsspecialeconomiczone,MPS,5210.80,2036.31,1734.79,39.08,4637.95,1080.59,986.13,23.3,3845.03,1192.80,970.47,31.02,3797.10,1724.75,1423.15,45.42,3532.42,1638.79,932.79,46.39,4556.81,1622.25,1302.55,35.6,3607.90,1714.17,1327.15,47.51,3746.49,2100.13,1580.20,56.06,2902.52,1836.76,1396.55,63.28,2292.69,940.28,759.11,41.01,2921.19,190.18,344.47,6.51,3336.25,1712.13,1356.59,51.32,2821.16,900.70,1059.19,31.93,2794.47,1455.72,1028.67,52.09,3082.49,1685.15,1314.22,54.67,2823.91,1868.53,1418.96,66.17,2608.01,781.01,614.23,29.95,2411.03,883.39,697.40,36.64,,,,,,,,,3182.86,1412.69,929.06,44.38,2688.85,1673.81,1001.00,62.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADANIPOWER,adanipower,AP11,7043.77,114.75,695.53,1.63,13723.06,4903.69,4779.86,35.73,10597.78,4458.19,4645.47,42.07,5360.88,986.41,218.49,18.4,5183.66,378.35,-230.60,7.3,6568.86,873.67,278.22,13.3,6373.60,832.79,13.13,13.07,6894.84,813.29,-288.74,11.8,7749.21,3214.90,2228.05,41.49,5203.83,605.89,-682.46,11.64,6172.43,-563.85,-1312.86,-9.13,6574.82,664.52,-702.40,10.11,5915.69,583.58,3.88,9.86,7804.78,1994.55,-263.39,25.56,6721.72,-83.54,634.64,-1.24,6380.33,403.48,-1180.78,6.32,7104.22,1555.59,386.89,21.9,3829.68,479.45,-825.15,12.52,,,,,,,,,4064.17,620.90,-648.57,15.28,4844.46,55.05,-1280.47,1.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATGL,adanitotalgas,ADG01,1115.50,198.78,139.33,17.82,1042.35,194.80,137.84,18.69,1012.02,108.66,75.79,10.74,883.27,182.34,131.58,20.64,648.19,210.75,158.89,32.51,494.33,188.52,138.40,38.14,584.48,187.53,144.82,32.08,496.11,196.69,145.13,39.65,417.86,194.51,135.67,46.55,197.15,63.07,46.33,31.99,462.25,154.40,122.07,33.4,489.17,143.18,114.47,29.27,472.57,124.16,120.43,26.27,450.56,122.32,79.27,27.15,465.86,121.39,75.68,26.06,457.34,89.85,45.50,19.65,423.17,89.45,52.19,21.14,372.59,86.64,55.34,23.25,,,,,,,,,445.57,75.86,42.84,17.03,327.53,69.66,37.27,21.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADANITRANS,adanitransmission,AT22,3251.48,765.78,194.47,23.55,3131.88,289.27,168.46,9.24,2974.73,575.78,237.00,19.36,2911.70,538.14,276.67,18.48,2541.44,601.25,288.84,23.66,2786.95,1021.15,433.24,36.64,2726.61,515.56,256.55,18.91,2597.02,678.89,463.49,26.14,2156.19,648.47,214.13,30.07,2446.51,778.56,355.40,31.82,3186.96,801.69,58.97,25.16,2777.52,815.69,203.67,29.37,2587.95,785.89,230.43,30.37,2858.08,909.34,213.42,31.82,2545.56,594.99,146.70,23.37,2830.02,680.65,189.22,24.05,1131.90,381.96,89.50,33.75,620.70,358.96,169.34,57.83,,,,,,,,,809.94,347.85,150.27,42.95,1782.29,1290.94,841.88,72.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AWL,adaniwilmar,AW,14150.03,163.77,31.87,1.16,14731.62,357.51,197.83,2.43,14960.37,342.24,219.23,2.29,14378.66,422.35,220.52,2.94,13562.55,353.05,168.25,2.6,11311.97,309.57,166.35,2.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADFFOODS,adffoodsindustries,AF30,106.74,14.68,13.60,13.75,97.20,5.80,7.64,5.97,108.16,12.26,11.28,11.34,117.10,16.50,13.61,14.09,109.39,16.92,12.50,15.47,86.19,10.97,11.14,12.73,102.59,18.68,14.93,18.21,98.57,17.56,13.91,17.81,94.29,14.62,12.58,15.51,73.87,11.01,8.65,14.9,79.72,11.63,13.31,14.59,70.43,7.81,11.00,11.09,56.93,6.72,9.29,11.8,65.74,8.68,9.19,13.2,64.09,1.45,3.17,2.26,60.80,7.20,5.03,11.84,59.70,9.93,10.36,16.63,51.41,7.46,5.99,14.51,,,,,,,,,58.87,6.18,6.88,10.5,52.70,8.24,0.33,15.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADHUNIK,adhunikmetaliks,AM9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,695.49,72.23,-10.65,10.39,720.57,109.90,22.16,15.25,595.83,78.91,17.48,13.24,541.04,69.83,11.47,12.91,737.38,140.55,-14.69,19.06,1006.12,124.30,19.16,12.35,610.10,119.52,38.85,19.59,596.49,103.26,35.82,17.31,563.85,55.24,16.83,9.8,476.58,87.29,28.99,18.32,565.24,53.72,-24.59,9.5,448.00,47.21,-6.60,10.54,463.48,112.45,28.25,24.26,553.70,132.69,38.69,23.96,440.53,119.88,54.50,27.21,383.28,79.99,36.50,20.87,430.62,130.05,56.12,30.2,451.60,114.10,58.36,25.27,370.48,96.91,37.96,26.16,378.04,66.84,25.37,17.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ABFRL,adityabirlafashionretail,PFR,3074.61,105.36,29.42,3.43,2874.76,198.16,93.81,6.89,2282.83,106.23,30.76,4.65,2987.10,331.19,194.40,11.09,2054.34,71.96,5.89,3.5,811.95,-406.49,-351.75,-50.06,1821.58,-17.98,-195.52,-0.99,2076.19,133.49,58.44,6.43,1028.13,-249.17,-188.22,-24.24,323.02,-597.26,-410.36,-184.9,1831.88,-82.98,-146.59,-4.53,2582.74,183.26,-37.64,7.1,2307.78,114.42,-2.35,4.96,2065.46,111.82,21.56,5.41,1915.31,51.58,202.64,2.69,2281.55,104.89,70.25,4.6,2007.34,73.73,42.73,3.67,1913.52,41.54,5.60,2.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADORWELD,adorwelding,AW01,184.87,12.28,9.98,6.64,157.88,13.48,10.41,8.54,199.81,14.84,13.19,7.43,174.28,13.73,10.58,7.88,159.51,10.35,14.64,6.49,127.88,8.40,6.75,6.57,161.67,12.81,-8.01,7.92,135.15,4.45,3.45,3.29,95.95,-7.62,-5.64,-7.94,54.91,-0.29,0.25,-0.53,139.90,7.78,6.88,5.56,127.91,9.34,7.02,7.3,128.86,8.26,10.39,6.41,129.87,6.84,4.48,5.27,150.22,11.31,7.54,7.53,134.40,9.84,5.77,7.32,125.71,7.78,6.95,6.19,102.95,5.29,4.28,5.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AMTL,advancemeteringtechnology,AMT,4.86,-1.00,-1.94,-20.58,5.34,0.32,0.19,5.99,2.90,-2.38,-2.45,-82.07,3.69,-1.40,-2.03,-37.94,5.63,0.93,1.24,16.52,4.81,-0.98,-0.45,-20.37,5.57,-2.32,-2.79,-41.65,2.81,-2.15,-2.45,-76.51,4.19,-0.40,-0.91,-9.55,3.08,-1.33,-2.23,-43.18,5.34,-9.71,-10.18,-181.84,5.22,-2.88,-4.03,-55.17,9.09,-0.34,-1.10,-3.74,8.45,-2.18,-3.67,-25.8,12.25,-1.05,-1.66,-8.57,-2701.35,-338.20,-199.39,12.52,27.59,3.42,2.01,12.4,17.44,1.60,0.04,9.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
