SYMBOL,Company Name,Company Code,Quarter,Result Date,Price on Result Date,High in next 90 days,Low in next 90 days,Change
A2ZINFRA,a2zinfraengineering,AME02,Jun 2022 - Sep 2022,12-11-2022,11.2,11.35,10.35,-0.07589285714285711
A2ZINFRA,a2zinfraengineering,AME02,Dec 2021 - Mar 2022,18-05-2022,12.25,14.1,9.85,-0.1959183673469388
A2ZINFRA,a2zinfraengineering,AME02,Dec 2020 - Mar 2021,,5.75,6.35,4.05,-0.2956521739130435
A2ZINFRA,a2zinfraengineering,AME02,Jun 2020 - Sep 2020,10-11-2020,3.8,5.8,3.65,0.5263157894736842
A2ZINFRA,a2zinfraengineering,AME02,Jun 2019 - Sep 2019,14-11-2019,9.8,9.8,5.95,-0.3928571428571429
AARTIDRUGS,aartidrugs,AD,Dec 2021 - Mar 2022,,403.85,474.65,397.6,0.17531261607032303
AARTIDRUGS,aartidrugs,AD,Mar 2021 - Jun 2021,27-07-2021,720.55,720.55,586.55,-0.1859690514190549
AARTIDRUGS,aartidrugs,AD,Jun 2020 - Sep 2020,23-10-2020,750.3,791.05,628.25,-0.16266826602692253
AARTIDRUGS,aartidrugs,AD,Mar 2018 - Jun 2018,13-08-2018,567.15,647.0,544.8,0.14079167768667905
AARTIIND,aartiindustries,AI45,Dec 2020 - Mar 2021,,871.75,975.25,848.4,0.11872669916833954
AARTIIND,aartiindustries,AI45,Sep 2019 - Dec 2019,03-02-2019,1632.35,1721.3,1308.65,-0.19830306000551343
AARTIIND,aartiindustries,AI45,Dec 2018 - Mar 2019,,1778.05,1801.25,813.3,-0.5425887910913642
AARTISURF,aartisurfactantslimited,ASL08,Mar 2021 - Jun 2021,,1498.5,1640.05,1154.6,-0.22949616282949623
AARVI,aarviencon,AE19,Dec 2021 - Mar 2022,,89.45,168.2,87.65,0.8803801006148685
AARVI,aarviencon,AE19,Mar 2021 - Jun 2021,13-08-2021,66.9,66.9,50.6,-0.24364723467862487
ABCAPITAL,adityabirlacapital,ABC9,Dec 2021 - Mar 2022,12-05-2022,99.75,107.8,87.35,-0.12431077694235594
ABCAPITAL,adityabirlacapital,ABC9,Dec 2019 - Mar 2020,05-06-2020,55.8,67.45,53.0,0.20878136200716857
ABCAPITAL,adityabirlacapital,ABC9,Jun 2019 - Sep 2019,,86.9,112.25,80.25,0.29171461449942454
BIRLAMONEY,adityabirlamoney,ABM01,Mar 2017 - Jun 2017,26-07-2017,149.2,149.2,80.8,-0.4584450402144772
BIRLAMONEY,adityabirlamoney,ABM01,Dec 2016 - Mar 2017,28-04-2017,56.5,157.05,50.55,1.7796460176991153
ABIRLANUVO,adityabirlanuvo,ABN01,Dec 2016 - Mar 2017,18-05-2017,1639.35,1920.95,1596.95,0.17177539878610434
ABAN,abanoffshore,AO04,Dec 2020 - Mar 2021,,45.55,50.2,37.85,-0.16904500548847412
ABAN,abanoffshore,AO04,Dec 2019 - Mar 2020,17-06-2020,22.7,33.3,22.7,0.4669603524229074
ABMINTLLTD,abminternational,ABM02,Mar 2022 - Jun 2022,05-08-2022,78.0,81.8,70.1,-0.10128205128205135
ABMINTLLTD,abminternational,ABM02,Sep 2021 - Dec 2021,,100.45,112.3,85.3,-0.1508213041314087
ACC,acc,ACC06,Sep 2021 - Dec 2021,,2249.35,2376.75,1950.15,-0.1330162046813523
ACC,acc,ACC06,Sep 2019 - Dec 2019,,1439.65,1440.4,918.2,-0.3622060917584135
ACCELYA,accelyakalesolutions,KAL,Dec 2020 - Mar 2021,30-04-2021,923.75,1503.35,858.6,0.6274424898511501
ACCELYA,accelyakalesolutions,KAL,Mar 2019 - Jun 2019,,768.3,976.85,709.5,0.27144344657035024
ACCELYA,accelyakalesolutions,KAL,Mar 2018 - Jun 2018,25-07-2018,1079.45,1080.25,960.1,-0.11056556579739683
ACCELYA,accelyakalesolutions,KAL,Dec 2017 - Mar 2018,26-04-2018,1386.65,1386.65,1039.5,-0.25035156672556164
ACCURACY,accuracyshipping,AS26,Dec 2021 - Mar 2022,30-05-2022,291.7,291.7,196.25,-0.32721974631470685
ACE,actionconstructionequipment,ACE3,Jun 2018 - Sep 2018,29-10-2018,99.35,103.35,87.35,-0.12078510317060896
ADANIENT,adanienterprises,AE13,Sep 2021 - Dec 2021,03-02-2021,566.6,1255.55,566.6,1.215937169078715
ADANIENT,adanienterprises,AE13,Sep 2020 - Dec 2020,05-02-2020,236.25,258.65,120.9,-0.4882539682539682
