SYMBOL,Company Name,Company Code,Quarter,Result Date,Price on Result Date,High in next 90 days,Low in next 90 days,Change
BOMDYEING,bombaydyeingmanufacturingcompany,BDM,Jun 2020 - Sep 2020,20-10-2020,64.05,82.45,61.4,0.28727556596409065
DBREALTY,dbrealty,DR,Jun 2022 - Sep 2022,09-08-2022,57.95,132.1,53.05,1.2795513373597927
DEN,dennetworks,DN02,Mar 2019 - Jun 2019,11-07-2019,62.9,92.8,47.9,0.4753577106518283
DQE,dqentertainmentinternational,DEI01,Dec 2017 - Mar 2018,14-02-2018,16.2,16.2,11.05,-0.31790123456790115
EON,eonelectric,IAF,Jun 2018 - Sep 2018,14-08-2018,55.15,55.15,38.5,-0.3019038984587489
EROSMEDIA,erosinternationalmedia,EIM,Jun 2021 - Sep 2021,14-08-2021,20.75,21.8,16.8,-0.1903614457831325
EROSMEDIA,erosinternationalmedia,EIM,Jun 2020 - Sep 2020,11-09-2020,22.2,23.55,17.95,-0.19144144144144146
INDLMETER,imppowers,IMP02,Mar 2021 - Jun 2021,30-06-2021,13.0,16.65,10.85,0.28076923076923066
INDOCO,indocoremedies,IR05,Jun 2018 - Sep 2018,13-08-2018,196.45,226.55,154.4,-0.21404937643166191
ITI,iti,ITI,Jun 2020 - Sep 2020,14-09-2020,134.0,134.0,114.65,-0.14440298507462682
JINDCOT,jindalcotex,JC,Dec 2019 - Mar 2020,14-02-2020,1.6,1.65,1.45,-0.09375000000000008
MADHUCON,madhuconprojects,MP16,Jun 2020 - Sep 2020,14-09-2020,2.5,4.8,2.4,0.9199999999999999
NITESHEST,nelholdingssouth,NE07,Dec 2018 - Mar 2019,13-02-2019,5.3,7.15,4.6,0.349056603773585
OLECTRA,olectragreentech,GI29,Dec 2019 - Mar 2020,11-02-2020,161.15,161.15,43.6,-0.7294446168166305
ONELIFECAP,onelifecapitaladvisors,OCA,Dec 2021 - Mar 2022,14-02-2022,14.0,14.3,11.0,-0.21428571428571427
PARSVNATH,parsvnathdevelopers,PD05,Jun 2020 - Sep 2020,11-09-2020,2.95,4.9,2.2,0.6610169491525424
PSL,psl,PSL,Dec 2019 - Mar 2020,11-02-2020,0.55,0.6,0.3,-0.4545454545454546
RBA,restaurantbrandsasia,BKI01,Mar 2022 - Jun 2022,30-05-2022,100.35,136.05,97.2,0.3557548579970107
SASTASUNDR,sastasundarventures,MFS,Sep 2019 - Dec 2019,13-12-2019,68.05,76.15,61.8,0.1190301249081559
SASTASUNDR,sastasundarventures,MFS,Jun 2018 - Sep 2018,13-08-2018,85.0,128.5,85.0,0.5117647058823529
SHALPAINTS,shalimarpaints,SP13,Sep 2019 - Dec 2019,09-11-2019,96.3,105.65,75.85,-0.21235721703011426
SHIRPUR-G,shirpurgoldrefinery,AGR,Jun 2020 - Sep 2020,14-09-2020,8.75,9.05,7.0,-0.2
SPTL,sintexplasticstechnology,SPT,Jun 2020 - Sep 2020,11-09-2020,2.4,3.65,1.85,0.5208333333333334
SITINET,sitinetworks,WWI,Jun 2018 - Sep 2018,31-10-2018,8.55,12.4,7.1,0.45029239766081863
TREEHOUSE,treehouseeducationaccessories,THE01,Dec 2019 - Mar 2020,12-02-2020,5.05,5.35,2.85,-0.4356435643564356
TRF,trf,TRF,Sep 2021 - Dec 2021,12-11-2021,135.95,164.15,122.4,0.20742920191246797
VICEROY,viceroyhotels,VH04,Jun 2020 - Sep 2020,15-09-2020,2.5,3.05,2.2,0.21999999999999992
VISESHINFO,viseshinfotechnics,VI15,Sep 2019 - Dec 2019,13-11-2019,0.05,0.1,0.05,1.0
XELPMOC,xelpmocdesigntech,XDT,Jun 2022 - Sep 2022,13-08-2022,180.2,183.4,128.4,-0.2874583795782463
63MOONS,63moonstechnologies,FT02,Jun 2019 - Sep 2019,09-08-2019,99.65,142.45,91.3,0.42950326141495215
