symbol,companyname,companycode,Revenue Sep 2022,EBITDA Sep 2022,Profit Sep 2022,Margin Sep 2022,Revenue Jun 2022,EBITDA Jun 2022,Profit Jun 2022,Margin Jun 2022,Revenue Mar 2022,EBITDA Mar 2022,Profit Mar 2022,Margin Mar 2022,Revenue Dec 2021,EBITDA Dec 2021,Profit Dec 2021,Margin Dec 2021,Revenue Sep 2021,EBITDA Sep 2021,Profit Sep 2021,Margin Sep 2021,Revenue Jun 2021,EBITDA Jun 2021,Profit Jun 2021,Margin Jun 2021,Revenue Mar 2021,EBITDA Mar 2021,Profit Mar 2021,Margin Mar 2021,Revenue Dec 2020,EBITDA Dec 2020,Profit Dec 2020,Margin Dec 2020,Revenue Sep 2020,EBITDA Sep 2020,Profit Sep 2020,Margin Sep 2020,Revenue Jun 2020,EBITDA Jun 2020,Profit Jun 2020,Margin Jun 2020,Revenue Mar 2020,EBITDA Mar 2020,Profit Mar 2020,Margin Mar 2020,Revenue Dec 2019,EBITDA Dec 2019,Profit Dec 2019,Margin Dec 2019,Revenue Sep 2019,EBITDA Sep 2019,Profit Sep 2019,Margin Sep 2019,Revenue Jun 2019,EBITDA Jun 2019,Profit Jun 2019,Margin Jun 2019,Revenue Mar 2019,EBITDA Mar 2019,Profit Mar 2019,Margin Mar 2019,Revenue Dec 2018,EBITDA Dec 2018,Profit Dec 2018,Margin Dec 2018,Revenue Sep 2018,EBITDA Sep 2018,Profit Sep 2018,Margin Sep 2018,Revenue Jun 2018,EBITDA Jun 2018,Profit Jun 2018,Margin Jun 2018,Revenue Mar 2012,EBITDA Mar 2012,Profit Mar 2012,Margin Mar 2012,Revenue Mar 2018,EBITDA Mar 2018,Profit Mar 2018,Margin Mar 2018,Revenue Dec 2017,EBITDA Dec 2017,Profit Dec 2017,Margin Dec 2017,Revenue Sep 2015,EBITDA Sep 2015,Profit Sep 2015,Margin Sep 2015,Revenue Jun 2015,EBITDA Jun 2015,Profit Jun 2015,Margin Jun 2015,Revenue Sep 2017,EBITDA Sep 2017,Profit Sep 2017,Margin Sep 2017,Revenue Jun 2017,EBITDA Jun 2017,Profit Jun 2017,Margin Jun 2017,Revenue Mar 2017,EBITDA Mar 2017,Profit Mar 2017,Margin Mar 2017,Revenue Dec 2016,EBITDA Dec 2016,Profit Dec 2016,Margin Dec 2016,Revenue Sep 2016,EBITDA Sep 2016,Profit Sep 2016,Margin Sep 2016,Revenue Jun 2016,EBITDA Jun 2016,Profit Jun 2016,Margin Jun 2016,Revenue Mar 2016,EBITDA Mar 2016,Profit Mar 2016,Margin Mar 2016,Revenue Dec 2015,EBITDA Dec 2015,Profit Dec 2015,Margin Dec 2015,Revenue Mar 2015,EBITDA Mar 2015,Profit Mar 2015,Margin Mar 2015,Revenue Dec 2014,EBITDA Dec 2014,Profit Dec 2014,Margin Dec 2014,Revenue Sep 2014,EBITDA Sep 2014,Profit Sep 2014,Margin Sep 2014,Revenue Jun 2014,EBITDA Jun 2014,Profit Jun 2014,Margin Jun 2014,Revenue Mar 2014,EBITDA Mar 2014,Profit Mar 2014,Margin Mar 2014,Revenue Dec 2013,EBITDA Dec 2013,Profit Dec 2013,Margin Dec 2013,Revenue Sep 2013,EBITDA Sep 2013,Profit Sep 2013,Margin Sep 2013,Revenue Jun 2013,EBITDA Jun 2013,Profit Jun 2013,Margin Jun 2013,Revenue Mar 2013,EBITDA Mar 2013,Profit Mar 2013,Margin Mar 2013,Revenue Dec 2012,EBITDA Dec 2012,Profit Dec 2012,Margin Dec 2012,Revenue Sep 2012,EBITDA Sep 2012,Profit Sep 2012,Margin Sep 2012,Revenue Jun 2012,EBITDA Jun 2012,Profit Jun 2012,Margin Jun 2012,Revenue Dec 2011,EBITDA Dec 2011,Profit Dec 2011,Margin Dec 2011,Revenue Sep 2011,EBITDA Sep 2011,Profit Sep 2011,Margin Sep 2011,Revenue Jun 2011,EBITDA Jun 2011,Profit Jun 2011,Margin Jun 2011,Revenue Mar 2011,EBITDA Mar 2011,Profit Mar 2011,Margin Mar 2011,Revenue Dec 2010,EBITDA Dec 2010,Profit Dec 2010,Margin Dec 2010,Revenue Sep 2010,EBITDA Sep 2010,Profit Sep 2010,Margin Sep 2010,Revenue Jun 2010,EBITDA Jun 2010,Profit Jun 2010,Margin Jun 2010,Revenue Mar 2010,EBITDA Mar 2010,Profit Mar 2010,Margin Mar 2010,Revenue Dec 2009,EBITDA Dec 2009,Profit Dec 2009,Margin Dec 2009,Revenue Sep 2009,EBITDA Sep 2009,Profit Sep 2009,Margin Sep 2009,Revenue Mar 2009,EBITDA Mar 2009,Profit Mar 2009,Margin Mar 2009,Revenue Dec 2008,EBITDA Dec 2008,Profit Dec 2008,Margin Dec 2008,Revenue Sep 2008,EBITDA Sep 2008,Profit Sep 2008,Margin Sep 2008,Revenue Jun 2008,EBITDA Jun 2008,Profit Jun 2008,Margin Jun 2008,Revenue Mar 2008,EBITDA Mar 2008,Profit Mar 2008,Margin Mar 2008,Revenue Dec 2007,EBITDA Dec 2007,Profit Dec 2007,Margin Dec 2007,Revenue Sep 2007,EBITDA Sep 2007,Profit Sep 2007,Margin Sep 2007,Revenue Jun 2007,EBITDA Jun 2007,Profit Jun 2007,Margin Jun 2007,Revenue Dec 2006,EBITDA Dec 2006,Profit Dec 2006,Margin Dec 2006,Revenue Jun 2009,EBITDA Jun 2009,Profit Jun 2009,Margin Jun 2009,Revenue Jun 2005,EBITDA Jun 2005,Profit Jun 2005,Margin Jun 2005,Revenue Mar 2007,EBITDA Mar 2007,Profit Mar 2007,Margin Mar 2007,Revenue Sep 2006,EBITDA Sep 2006,Profit Sep 2006,Margin Sep 2006,Revenue Jun 2006,EBITDA Jun 2006,Profit Jun 2006,Margin Jun 2006,Revenue Mar 2006,EBITDA Mar 2006,Profit Mar 2006,Margin Mar 2006,Revenue Dec 2005,EBITDA Dec 2005,Profit Dec 2005,Margin Dec 2005,Revenue Sep 2005,EBITDA Sep 2005,Profit Sep 2005,Margin Sep 2005
BCG,brightcomgroup,LGS,1683.07,444.8,320.68,26.43,1480.61,386.75,277.24,26.12,1240.43,316.62,223.06,25.53,2021.33,505.81,371.45,25.02,1103.78,289.67,212.15,26.24,654.05,146.31,105.55,22.37,699.36,186.23,140.02,26.63,878.55,190.09,138.60,21.64,638.34,143.23,103.0,22.44,639.55,140.56,101.38,21.98,628.25,159.76,107.65,25.43,859.52,189.94,143.84,22.1,629.57,148.05,105.46,23.52,574.98,151.17,83.16,26.29,564.94,127.59,107.52,22.58,849.86,193.26,138.3,22.74,620.84,162.76,106.92,26.22,544.6,138.11,91.24,25.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,473.91,125.28,84.03,26.44,718.27,181.62,125.17,25.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BRITANNIA,britanniaindustries,BI,4337.59,713.28,490.52,16.44,3653.8,505.28,335.89,13.83,3550.45,552.58,377.87,15.56,3574.98,544.47,369.89,15.23,3553.68,561.57,381.62,15.8,3403.46,565.18,386.8,16.61,3038.13,515.76,359.49,16.98,3106.1,645.5,452.62,20.78,3354.35,700.4,495.09,20.88,3384.46,762.65,542.58,22.53,2807.78,484.43,372.24,17.25,2935.98,520.52,369.58,17.73,3022.91,515.49,402.72,17.05,2677.32,417.33,248.62,15.59,2764.01,451.47,294.57,16.33,2827.4,469.38,300.65,16.6,2854.81,461.39,303.08,16.16,2527.24,395.74,258.12,15.66,,,,,2509.87,399.17,263.79,15.9,2558.3,401.43,263.5,15.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BROADCAST,broadcastinitiatives,BI25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.44,-6.48,-5.45,-265.57,,,,,,,,,,,,,,,,,,,,
BROOKS,brookslaboratories,BL,18.08,-11.37,-8.14,-62.89,17.12,-10.55,-9.4,-61.62,28.46,-5.68,-5.94,-19.96,19.01,-7.9,-7.4,-41.56,21.01,-5.78,-4.7,-27.51,21.7,-1.45,-1.27,-6.68,14.62,-5.6,-16.73,-38.3,20.92,-2.34,-3.12,-11.19,29.24,4.17,3.37,14.26,12.47,-2.11,-2.89,-16.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BSLIMITED,bslimited,BT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,426.93,37.97,15.82,8.89,,,,,,,,,1023.1,74.63,20.72,7.29,970.33,75.97,23.65,7.83,,,,,,,,,,,,,,,,,,,,,,,,,1266.19,79.79,18.83,6.3,1034.83,63.94,12.6,6.18,769.53,81.19,24.72,10.55,688.44,58.38,15.74,8.48,713.42,56.95,15.66,7.98,501.76,59.81,19.07,11.92,653.05,77.3,30.86,11.84,541.25,41.07,8.76,7.59,619.5,50.33,15.49,8.12,506.93,45.72,15.25,9.02,522.72,53.74,20.0,10.28,528.34,41.71,14.07,7.89,583.36,43.01,16.37,7.37,349.74,35.47,13.32,10.14,326.03,36.74,15.02,11.27,280.42,31.92,13.39,11.38,244.99,31.25,14.18,12.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BSE,bselimited,B08,197.72,43.29,14.38,21.89,186.84,50.18,29.07,26.86,204.59,76.99,55.45,37.63,192.67,71.21,41.68,36.96,188.73,78.51,45.36,41.6,156.95,58.52,38.26,37.29,152.18,39.81,20.5,26.16,120.59,28.91,19.76,23.97,125.38,33.65,35.95,26.84,103.22,31.88,22.34,30.89,119.56,0.69,-8.52,0.58,109.92,9.11,39.21,8.29,108.89,25.77,28.97,23.67,112.14,47.35,34.3,42.22,115.69,51.61,43.12,44.61,104.68,48.35,43.09,46.19,115.15,47.03,38.15,40.84,114.78,55.69,45.69,48.52,,,,,136.57,71.9,55.48,52.65,125.7,69.59,52.41,55.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CANDC,ccconstructions,CCC01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,239.82,35.28,-8.42,14.71,277.34,57.62,1.42,20.78,263.29,32.45,9.12,12.32,,,,,289.92,67.5,-32.4,23.28,270.78,58.36,10.18,21.55,289.17,59.42,-4.53,20.55,305.58,17.13,-40.58,5.61,211.23,90.26,31.8,42.73,291.08,55.68,-2.23,19.13,346.89,105.14,38.6,30.31,296.87,99.54,23.33,33.53,198.17,20.67,-42.77,10.43,229.34,52.97,-7.0,23.1,279.73,73.19,10.88,26.16,261.87,42.21,-31.64,16.12,248.31,22.33,-39.47,8.99,246.43,0.7,-49.65,0.28,255.33,1.45,-45.98,0.57,427.68,97.63,51.65,22.83,351.43,19.6,-35.26,5.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAPMYINDIA,ceinfosystemsmapmyindia,CIS02,76.31,36.06,25.37,47.25,65.01,34.38,24.2,52.88,57.04,34.09,22.58,59.77,43.37,22.28,18.52,51.37,56.68,38.37,26.07,67.7,43.35,25.46,20.59,58.73,47.43,24.66,19.05,51.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CAIRN,cairnindia,CI37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3651.34,2390.3,2186.23,65.46,,,,,,,,,2242.14,394.7,325.6,17.6,2627.1,777.44,501.27,29.59,,,,,,,,,,,,,2149.36,802.76,603.73,37.35,2038.59,856.61,778.7,42.02,1885.11,387.02,359.55,20.53,1716.83,327.77,-563.98,19.09,2039.49,40.43,40.9,1.98,2677.2,721.07,-240.82,26.93,3504.1,1652.43,1349.64,47.16,3982.05,2539.07,2277.88,63.76,4482.85,2849.87,1092.9,63.57,5048.89,3210.38,3035.44,63.59,4999.98,3008.36,2884.04,60.17,4649.91,3474.77,3385.08,74.73,4062.93,3197.56,3127.23,78.7,4363.36,2636.93,2563.6,60.43,4277.61,3193.64,3344.89,74.66,4443.14,2410.64,2322.18,54.26,4440.03,3982.27,3825.74,89.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CTE,cambridgetechnologyenterprises,CTE,41.49,2.29,1.51,5.52,36.4,7.46,6.99,20.49,29.11,4.98,3.71,17.11,30.44,1.11,0.55,3.65,27.85,3.62,3.29,13.0,24.84,2.64,2.25,10.63,41.17,12.95,12.05,31.45,24.41,-11.6,-11.99,-47.52,22.07,6.08,6.33,27.55,21.81,2.99,2.41,13.71,26.71,0.75,0.27,2.81,35.86,2.01,1.28,5.61,21.28,1.99,1.01,9.35,21.86,3.16,2.21,14.46,28.24,2.31,3.09,8.18,26.23,7.56,6.81,28.82,24.32,6.88,6.24,28.29,23.76,4.44,2.71,18.69,,,,,28.74,3.12,4.46,10.86,23.99,3.28,2.79,13.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CAMLINFINE,camlinfinesciences,CFC03,483.25,44.06,9.87,9.12,383.77,33.28,3.6,8.67,389.23,29.7,13.29,7.63,380.82,47.51,27.15,12.48,311.22,9.96,-3.74,3.2,330.83,42.7,23.8,12.91,326.62,40.7,15.72,12.46,297.92,34.56,19.42,11.6,256.81,25.29,9.66,9.85,305.74,42.07,20.56,13.76,292.87,27.93,2.05,9.54,273.88,21.8,3.83,7.96,222.28,22.98,7.52,10.34,260.12,28.62,16.43,11.0,268.04,14.09,6.36,5.26,241.4,9.46,-0.79,3.92,201.34,19.45,1.93,9.66,181.4,10.46,-4.43,5.77,,,,,231.69,9.31,-4.45,4.02,206.72,0.73,-5.02,0.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CAMPUS,campusactivewear,CA07,,,,,337.71,47.71,28.66,14.13,352.34,63.26,39.61,17.95,433.55,79.55,54.72,18.35,273.0,42.97,28.11,15.74,135.3,4.96,1.98,3.67,275.11,54.55,10.02,19.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CAMS,computeragemanagementservices,CAM,242.37,98.76,72.1,40.75,236.65,88.68,64.6,37.47,243.18,100.73,73.84,41.42,237.71,104.02,77.31,43.76,227.6,98.24,72.56,43.16,201.18,86.79,63.24,43.14,199.77,82.61,60.13,41.35,185.95,77.55,56.42,41.7,171.14,68.11,48.95,39.8,148.63,54.3,39.8,36.53,,,,,,,,,173.83,61.66,42.61,35.47,175.01,61.65,39.98,35.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CAPACITE,capaciteinfraprojects,CI19,431.37,52.63,22.22,12.2,477.07,58.46,28.57,12.25,345.9,31.85,10.48,9.21,365.54,34.9,12.75,9.55,343.39,39.63,17.21,11.54,279.96,21.44,4.29,7.66,368.96,52.11,24.39,14.12,305.76,37.98,15.24,12.42,181.3,19.59,4.54,10.81,23.7,-34.56,-42.39,-145.82,307.25,23.13,3.98,7.53,404.95,47.31,23.48,11.68,405.58,45.83,39.78,11.3,411.22,51.64,23.82,12.56,497.63,52.86,26.85,10.62,452.4,53.23,23.9,11.77,443.08,50.86,23.62,11.48,404.5,46.61,22.93,11.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CAPF,capitalfirst,FCH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1197.1,665.96,104.6,55.63,1045.41,612.32,101.52,58.57,,,,,1093.96,535.43,95.25,48.94,987.64,490.53,86.96,49.67,433.45,273.97,41.04,63.21,395.0,249.2,33.12,63.09,880.19,444.56,78.27,50.51,808.83,405.89,66.96,50.18,749.32,388.5,70.83,51.85,725.94,401.6,61.36,55.32,681.53,376.58,57.57,55.26,616.08,351.37,49.16,57.03,558.2,323.83,47.5,58.01,495.59,302.4,44.53,61.02,384.13,247.65,36.47,64.47,378.93,250.0,29.91,65.98,345.39,234.5,27.05,67.89,315.96,221.97,20.85,70.25,285.88,196.48,29.83,68.73,276.27,183.7,10.11,66.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CAPTRUST,capitaltrust,CT,22.21,8.24,2.02,37.1,24.62,9.61,1.95,39.03,27.7,11.52,1.63,41.59,28.36,8.35,0.96,29.44,26.21,8.67,0.87,33.08,22.72,-10.9,-13.8,-47.98,30.84,-25.61,-26.21,-83.04,29.69,8.21,-0.42,27.65,26.1,9.6,0.87,36.78,27.17,11.54,2.13,42.47,29.26,7.31,-6.31,24.98,40.84,24.68,8.22,60.43,51.74,35.75,13.84,69.1,37.92,4.7,-11.48,12.39,45.09,33.6,11.93,74.52,43.6,29.49,7.87,67.64,37.79,22.45,-24.11,59.41,48.21,29.23,8.62,60.63,,,,,55.5,19.4,-1.17,34.95,48.58,33.67,9.44,69.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CAPLIPOINT,caplinpointlaboratories,CPL,359.05,110.6,92.04,30.8,346.33,105.15,86.31,30.36,339.24,100.0,80.83,29.48,326.2,98.8,79.28,30.29,303.53,97.94,76.82,32.27,300.44,89.79,71.53,29.89,278.71,85.29,67.92,30.6,274.39,80.48,66.14,29.33,268.12,80.31,62.83,29.95,240.08,69.13,54.55,28.79,215.23,65.03,48.86,30.21,228.21,69.68,58.88,30.53,227.2,70.6,57.27,31.07,192.55,64.46,50.07,33.48,187.34,60.71,49.86,32.41,159.03,59.82,45.81,37.62,155.86,57.22,43.5,36.71,146.46,49.19,37.39,33.59,,,,,143.41,45.44,35.29,31.69,141.61,48.59,37.48,34.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CGCL,capriglobalcapital,MMF05,336.63,206.43,56.26,61.32,272.49,163.12,46.08,59.86,281.69,147.06,41.77,52.21,230.91,168.21,64.89,72.85,203.41,150.37,52.45,73.92,194.48,137.76,45.93,70.84,172.05,111.45,27.2,64.78,182.17,137.9,49.14,75.7,178.76,150.8,60.97,84.36,171.56,124.27,39.65,72.44,172.38,120.72,35.02,70.03,174.66,133.8,49.57,76.61,174.53,126.49,38.91,72.47,165.98,123.77,37.73,74.57,160.12,128.55,48.88,80.28,154.95,105.09,35.2,67.82,124.09,83.58,24.53,67.35,115.04,76.58,27.05,66.57,,,,,108.42,71.87,24.75,66.29,95.1,64.77,28.3,68.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CARBORUNIV,carborundumuniversal,CU,1116.55,126.57,84.11,11.34,1128.85,109.51,78.98,9.7,858.95,89.01,52.34,10.36,890.91,138.65,106.84,15.56,833.97,131.94,96.98,15.82,705.78,102.27,75.76,14.49,750.26,141.01,89.98,18.79,726.88,110.13,82.33,15.15,683.19,119.83,87.28,17.54,443.8,26.55,18.39,5.98,586.02,106.73,93.29,18.21,642.21,74.25,54.92,11.56,677.55,84.38,63.51,12.45,663.58,73.74,45.5,11.11,695.58,94.81,58.33,13.63,683.36,82.85,54.05,12.12,650.88,89.7,56.5,13.78,625.79,89.96,58.78,14.38,,,,,638.44,92.72,59.01,14.52,600.28,81.11,52.51,13.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CARERATING,careratings,CAR,84.76,47.93,34.86,56.55,54.57,21.37,14.14,39.16,65.88,27.51,23.31,41.76,56.17,19.87,14.9,35.37,76.39,37.61,27.07,49.23,49.2,14.11,11.55,28.68,79.59,34.48,26.49,43.32,55.6,24.35,18.94,43.79,75.88,47.88,35.84,63.1,37.38,12.55,9.7,33.57,65.97,20.58,15.68,31.2,56.11,22.71,17.58,40.47,71.63,43.65,36.73,60.94,49.92,18.08,13.49,36.22,89.41,57.81,36.69,64.66,72.91,44.08,30.75,60.46,96.65,67.91,45.48,70.26,59.99,31.91,25.16,53.19,,,,,99.45,66.98,42.01,67.35,77.37,50.43,22.46,65.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CAREERP,careerpoint,CPI05,18.62,10.98,8.18,58.97,19.61,13.23,9.47,67.47,13.35,3.21,3.82,24.04,14.97,10.39,7.01,69.41,12.32,7.77,5.52,63.07,13.6,9.41,6.5,69.19,4.29,-24.93,-24.16,-581.12,16.03,12.59,8.82,78.54,15.06,11.93,7.97,79.22,13.81,11.17,7.52,80.88,16.36,6.02,3.54,36.8,34.21,12.96,8.71,37.88,28.68,11.86,6.44,41.35,25.37,13.61,8.44,53.65,24.22,8.96,5.32,36.99,23.7,9.52,5.76,40.17,26.23,10.6,6.77,40.41,26.39,9.04,6.27,34.26,,,,,18.76,5.14,3.03,27.4,25.49,11.59,7.67,45.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
