symbol,companyname,companycode,Revenue Sep 2022,EBITDA Sep 2022,Profit Sep 2022,Margin Sep 2022,Revenue Jun 2022,EBITDA Jun 2022,Profit Jun 2022,Margin Jun 2022,Revenue Mar 2022,EBITDA Mar 2022,Profit Mar 2022,Margin Mar 2022,Revenue Dec 2021,EBITDA Dec 2021,Profit Dec 2021,Margin Dec 2021,Revenue Sep 2021,EBITDA Sep 2021,Profit Sep 2021,Margin Sep 2021,Revenue Jun 2021,EBITDA Jun 2021,Profit Jun 2021,Margin Jun 2021,Revenue Mar 2021,EBITDA Mar 2021,Profit Mar 2021,Margin Mar 2021,Revenue Dec 2020,EBITDA Dec 2020,Profit Dec 2020,Margin Dec 2020,Revenue Sep 2020,EBITDA Sep 2020,Profit Sep 2020,Margin Sep 2020,Revenue Jun 2020,EBITDA Jun 2020,Profit Jun 2020,Margin Jun 2020,Revenue Mar 2020,EBITDA Mar 2020,Profit Mar 2020,Margin Mar 2020,Revenue Dec 2019,EBITDA Dec 2019,Profit Dec 2019,Margin Dec 2019,Revenue Sep 2019,EBITDA Sep 2019,Profit Sep 2019,Margin Sep 2019,Revenue Jun 2019,EBITDA Jun 2019,Profit Jun 2019,Margin Jun 2019,Revenue Mar 2019,EBITDA Mar 2019,Profit Mar 2019,Margin Mar 2019,Revenue Dec 2018,EBITDA Dec 2018,Profit Dec 2018,Margin Dec 2018,Revenue Sep 2018,EBITDA Sep 2018,Profit Sep 2018,Margin Sep 2018,Revenue Jun 2018,EBITDA Jun 2018,Profit Jun 2018,Margin Jun 2018,Revenue Mar 2012,EBITDA Mar 2012,Profit Mar 2012,Margin Mar 2012,Revenue Mar 2018,EBITDA Mar 2018,Profit Mar 2018,Margin Mar 2018,Revenue Dec 2017,EBITDA Dec 2017,Profit Dec 2017,Margin Dec 2017,Revenue Sep 2015,EBITDA Sep 2015,Profit Sep 2015,Margin Sep 2015,Revenue Jun 2015,EBITDA Jun 2015,Profit Jun 2015,Margin Jun 2015,Revenue Sep 2017,EBITDA Sep 2017,Profit Sep 2017,Margin Sep 2017,Revenue Jun 2017,EBITDA Jun 2017,Profit Jun 2017,Margin Jun 2017,Revenue Mar 2017,EBITDA Mar 2017,Profit Mar 2017,Margin Mar 2017,Revenue Dec 2016,EBITDA Dec 2016,Profit Dec 2016,Margin Dec 2016,Revenue Sep 2016,EBITDA Sep 2016,Profit Sep 2016,Margin Sep 2016,Revenue Jun 2016,EBITDA Jun 2016,Profit Jun 2016,Margin Jun 2016,Revenue Mar 2016,EBITDA Mar 2016,Profit Mar 2016,Margin Mar 2016,Revenue Dec 2015,EBITDA Dec 2015,Profit Dec 2015,Margin Dec 2015,Revenue Mar 2015,EBITDA Mar 2015,Profit Mar 2015,Margin Mar 2015,Revenue Dec 2014,EBITDA Dec 2014,Profit Dec 2014,Margin Dec 2014,Revenue Sep 2014,EBITDA Sep 2014,Profit Sep 2014,Margin Sep 2014,Revenue Jun 2014,EBITDA Jun 2014,Profit Jun 2014,Margin Jun 2014,Revenue Mar 2014,EBITDA Mar 2014,Profit Mar 2014,Margin Mar 2014,Revenue Dec 2013,EBITDA Dec 2013,Profit Dec 2013,Margin Dec 2013,Revenue Sep 2013,EBITDA Sep 2013,Profit Sep 2013,Margin Sep 2013,Revenue Jun 2013,EBITDA Jun 2013,Profit Jun 2013,Margin Jun 2013,Revenue Mar 2013,EBITDA Mar 2013,Profit Mar 2013,Margin Mar 2013,Revenue Dec 2012,EBITDA Dec 2012,Profit Dec 2012,Margin Dec 2012,Revenue Sep 2012,EBITDA Sep 2012,Profit Sep 2012,Margin Sep 2012,Revenue Jun 2012,EBITDA Jun 2012,Profit Jun 2012,Margin Jun 2012,Revenue Dec 2011,EBITDA Dec 2011,Profit Dec 2011,Margin Dec 2011,Revenue Sep 2011,EBITDA Sep 2011,Profit Sep 2011,Margin Sep 2011,Revenue Jun 2011,EBITDA Jun 2011,Profit Jun 2011,Margin Jun 2011,Revenue Mar 2011,EBITDA Mar 2011,Profit Mar 2011,Margin Mar 2011,Revenue Dec 2010,EBITDA Dec 2010,Profit Dec 2010,Margin Dec 2010,Revenue Sep 2010,EBITDA Sep 2010,Profit Sep 2010,Margin Sep 2010,Revenue Jun 2010,EBITDA Jun 2010,Profit Jun 2010,Margin Jun 2010,Revenue Mar 2010,EBITDA Mar 2010,Profit Mar 2010,Margin Mar 2010,Revenue Dec 2009,EBITDA Dec 2009,Profit Dec 2009,Margin Dec 2009,Revenue Sep 2009,EBITDA Sep 2009,Profit Sep 2009,Margin Sep 2009,Revenue Mar 2009,EBITDA Mar 2009,Profit Mar 2009,Margin Mar 2009,Revenue Dec 2008,EBITDA Dec 2008,Profit Dec 2008,Margin Dec 2008,Revenue Sep 2008,EBITDA Sep 2008,Profit Sep 2008,Margin Sep 2008,Revenue Jun 2008,EBITDA Jun 2008,Profit Jun 2008,Margin Jun 2008,Revenue Mar 2008,EBITDA Mar 2008,Profit Mar 2008,Margin Mar 2008,Revenue Dec 2007,EBITDA Dec 2007,Profit Dec 2007,Margin Dec 2007,Revenue Sep 2007,EBITDA Sep 2007,Profit Sep 2007,Margin Sep 2007,Revenue Jun 2007,EBITDA Jun 2007,Profit Jun 2007,Margin Jun 2007,Revenue Dec 2006,EBITDA Dec 2006,Profit Dec 2006,Margin Dec 2006,Revenue Jun 2009,EBITDA Jun 2009,Profit Jun 2009,Margin Jun 2009,Revenue Jun 2005,EBITDA Jun 2005,Profit Jun 2005,Margin Jun 2005,Revenue Mar 2007,EBITDA Mar 2007,Profit Mar 2007,Margin Mar 2007,Revenue Sep 2006,EBITDA Sep 2006,Profit Sep 2006,Margin Sep 2006,Revenue Jun 2006,EBITDA Jun 2006,Profit Jun 2006,Margin Jun 2006,Revenue Mar 2006,EBITDA Mar 2006,Profit Mar 2006,Margin Mar 2006,Revenue Dec 2005,EBITDA Dec 2005,Profit Dec 2005,Margin Dec 2005,Revenue Sep 2005,EBITDA Sep 2005,Profit Sep 2005,Margin Sep 2005
TIDEWATER,tidewateroil,TWO,448.02,27.23,19.47,6.08,438.8,39.87,31.5,9.09,444.68,47.64,35.96,10.71,411.87,37.58,27.02,9.12,394.06,38.75,27.73,9.83,285.1,27.47,21.93,9.64,364.68,45.86,32.81,12.58,364.32,57.48,43.29,15.78,326.49,50.93,38.1,15.6,202.99,22.05,15.61,10.86,305.04,30.3,20.57,9.93,345.99,48.86,37.91,14.12,326.47,32.76,25.29,10.03,339.07,35.06,22.62,10.34,363.8,41.54,24.93,11.42,351.39,30.54,18.77,8.69,333.82,32.27,18.84,9.67,330.4,36.82,23.78,11.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TIL,til,TIL,,,,,,,,,,,,,17.52,-26.36,-31.24,-150.46,16.65,-26.47,-32.2,-158.98,11.48,-42.22,-53.52,-367.77,69.6,-40.37,-36.74,-58.0,114.92,11.89,3.58,10.35,83.62,-2.38,-18.26,-2.85,45.09,-8.14,-17.06,-18.05,79.35,-29.0,-23.55,-36.55,81.89,8.13,0.6,9.93,108.52,9.03,1.35,8.32,107.27,10.07,3.1,9.39,130.78,20.33,12.89,15.55,113.2,10.89,5.02,9.62,103.45,7.39,4.04,7.14,91.57,6.44,1.21,7.03,,,,,,,,,,,,,375.59,11.21,-15.11,2.98,346.45,14.14,-11.6,4.08,,,,,,,,,,,,,,,,,,,,,,,,,491.82,12.2,-21.11,2.48,469.59,35.82,4.23,7.63,456.46,52.83,21.92,11.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TI,tilaknagarindustries,TI09,596.05,23.8,13.88,3.99,229.55,14.34,1.04,6.25,241.06,25.53,23.25,10.59,501.67,25.32,10.27,5.05,445.35,23.61,11.3,5.3,135.3,15.38,0.37,11.37,192.34,9.48,-9.02,4.93,431.27,14.59,-3.89,3.38,359.88,13.85,-2.69,3.85,56.38,-5.53,-22.8,-9.81,346.77,-86.65,380.5,-24.99,163.95,11.92,-37.46,7.27,197.7,10.49,-36.35,5.31,135.06,9.26,-36.96,6.86,175.85,14.37,-29.23,8.17,181.77,6.75,-48.97,3.71,188.51,3.15,-42.13,1.67,147.27,0.32,-39.19,0.22,,,,,258.9,-24.88,-61.74,-9.61,113.81,22.54,-16.57,19.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TIMETECHNO,timetechnoplast,TT03,1023.99,92.14,50.68,9.0,944.47,83.49,45.24,8.84,1038.96,99.74,56.83,9.6,941.97,97.13,54.86,10.31,914.55,92.09,51.29,10.07,754.36,62.4,29.24,8.27,951.19,93.01,51.78,9.78,834.81,75.13,39.83,9.0,743.72,55.13,25.81,7.41,475.2,16.7,-11.59,3.51,916.14,82.04,40.29,8.95,923.21,94.05,50.1,10.19,870.54,81.59,39.97,9.37,868.14,87.27,44.66,10.05,1082.06,133.54,75.83,12.34,872.71,97.36,55.74,11.16,827.49,68.03,32.92,8.22,781.47,81.65,44.02,10.45,,,,,942.7,108.46,57.06,11.51,754.7,83.08,48.09,11.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TWL,titagarhwagons,TW04,607.12,65.97,46.65,10.87,528.6,29.81,-0.06,5.64,480.94,23.27,-25.31,4.84,482.63,31.33,1.47,6.49,459.97,35.18,5.75,7.65,507.26,45.7,17.39,9.01,429.88,26.08,0.76,6.07,449.37,25.22,-0.81,5.61,423.01,28.64,3.01,6.77,218.38,-4.32,-21.74,-1.98,412.28,26.44,-10.32,6.41,454.16,34.26,8.06,7.54,416.13,31.56,7.79,7.58,483.76,33.58,-41.57,6.94,591.77,58.64,34.58,9.91,528.37,-20.63,-20.85,-3.9,309.15,14.24,-19.97,4.61,281.49,-1.0,-16.25,-0.36,,,,,301.41,-105.29,-100.24,-34.93,273.98,-32.89,-39.52,-12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TITAN,titancompany,TI01,8567.0,1202.0,835.0,14.03,8975.0,1137.0,790.0,12.67,7267.0,768.0,527.0,10.57,9903.0,1401.0,1012.0,14.15,7243.0,919.0,641.0,12.69,3004.0,88.0,18.0,2.93,7351.0,781.0,568.0,10.62,7243.0,792.0,530.00,10.93,4127.0,267.0,174.0,6.47,1368.0,-305.0,-293.0,-22.3,4617.31,552.08,343.16,11.96,6454.58,693.37,474.61,10.74,4600.71,471.85,314.26,10.26,5095.1,554.55,364.66,10.88,4823.49,463.95,348.23,9.62,5839.82,615.35,411.15,10.54,4522.18,454.03,302.81,10.04,4406.57,478.26,328.62,10.85,,,,,4059.56,417.99,306.29,10.3,4223.41,408.82,281.98,9.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TATAMTRDVR,tatamotorsdvr,TATAM57000,78846.92,713.48,-1004.07,0.9,71227.76,-2540.95,-4987.01,-3.57,77857.16,2753.23,-1099.32,3.54,71406.77,1702.46,-1338.17,2.38,60435.92,-1139.8,-4476.61,-1.89,65535.38,-377.86,-4320.6,-0.58,87772.31,7848.05,-7510.85,8.94,74878.98,6715.95,3222.21,8.97,52839.02,1130.05,-348.16,2.14,31481.86,-4310.14,-8384.22,-13.69,61949.39,-4559.49,-9671.25,-7.36,71051.42,3094.57,1954.51,4.36,64763.39,2417.5,175.76,3.73,60830.16,-1417.79,-3434.25,-2.33,85676.33,3960.15,1153.46,4.62,76264.69,354.11,-26823.22,0.46,71292.79,933.71,-1095.34,1.31,65956.78,-1208.96,-2168.6,-1.83,,,,,91279.09,5126.23,1330.54,5.62,74156.07,3281.1,961.42,4.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOKYOPLAST,tokyoplastinternational,TPI01,23.21,0.78,0.4,3.36,16.16,0.38,0.07,2.35,20.83,-0.86,-0.83,-4.13,25.12,1.19,0.44,4.74,20.97,0.57,0.23,2.72,13.01,0.2,0.01,1.54,18.05,0.19,0.01,1.05,19.59,1.47,1.29,7.5,,,,,9.59,-1.31,-1.48,-13.66,12.21,-0.73,-0.08,-5.98,17.72,0.65,0.18,3.67,19.46,2.09,1.8,10.74,11.46,-0.99,-1.24,-8.64,17.71,0.27,-0.49,1.52,12.49,-2.03,-2.33,-16.25,13.73,0.63,0.21,4.59,9.04,-1.25,-1.53,-13.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TORNTPHARM,torrentpharmaceuticals,TP06,2291.0,532.0,312.0,23.22,2347.0,587.0,354.0,25.01,2131.0,455.0,-118.0,21.35,2108.0,419.0,249.0,19.88,2137.0,543.0,316.0,25.41,2120.0,552.0,330.0,26.04,1915.0,456.0,324.0,23.81,1972.0,448.0,297.00,22.72,1985.0,476.0,310.0,23.98,2014.0,504.0,321.0,25.02,1912.0,395.0,314.0,20.66,1924.0,430.0,251.0,22.35,1968.0,412.0,244.0,20.93,1976.0,401.0,216.0,20.29,1822.0,330.0,-152.0,18.11,1948.0,408.0,246.0,20.94,1858.0,331.0,179.0,17.81,1834.0,354.0,163.0,19.3,,,,,1680.0,255.0,228.0,15.18,1448.0,339.0,58.0,23.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TORNTPOWER,torrentpower,TP14,6703.15,939.65,484.19,14.02,6510.31,857.04,502.01,13.16,3743.65,747.9,-487.37,19.98,3767.43,665.76,369.45,17.67,3647.62,642.74,368.84,17.62,3098.91,435.78,207.78,14.06,3084.13,619.02,398.1,20.07,2952.75,588.37,321.73,19.93,3128.73,431.97,202.17,13.81,3007.05,688.14,373.87,22.88,2983.5,529.37,-273.94,17.74,3079.0,550.09,420.62,17.87,3842.0,782.35,755.61,20.36,3736.13,567.58,276.59,15.19,2924.8,436.68,24.8,14.93,3253.5,482.34,238.19,14.83,3444.54,726.6,413.52,21.09,3528.13,516.92,227.32,14.65,,,,,2810.36,485.69,221.25,17.28,2754.64,567.89,205.98,20.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOTAL,totaltransportsystems,TTS01,169.04,4.69,2.47,2.77,175.69,4.8,2.67,2.73,172.26,3.54,1.74,2.06,169.45,4.27,2.72,2.52,138.8,4.01,2.26,2.89,102.71,3.68,2.45,3.58,95.96,2.8,1.48,2.92,81.94,1.05,0.51,1.28,64.67,3.31,2.73,5.12,72.33,-4.84,-5.42,-6.69,117.32,-0.6,-1.29,-0.51,123.84,1.0,0.49,0.81,94.57,3.02,2.5,3.19,63.84,2.58,0.5,4.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOUCHWOOD,touchwoodentertainmentltd,TEL,,,,,5.82,0.39,0.71,6.7,9.64,1.38,1.04,14.32,4.81,1.28,0.83,26.61,11.75,0.7,0.72,5.96,0.43,-0.48,-0.47,-111.63,7.08,1.77,1.19,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TFCILTD,tourismfinancecorpindia,TFC,57.64,52.23,27.8,90.61,62.78,57.42,24.98,91.46,60.79,55.59,22.43,91.45,61.79,54.79,20.03,88.67,65.7,59.29,21.65,90.24,65.91,58.27,21.2,88.41,59.52,54.13,18.15,90.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TPLPLASTEH,tplplastech,TPL02,,,,,,,,,,,,,,,,,,,,,,,,,53.86,5.86,3.33,10.88,48.08,4.92,2.58,10.23,43.34,3.99,1.8,9.21,25.21,1.79,0.3,7.1,50.45,4.11,2.08,8.15,56.87,5.49,2.88,9.65,55.2,4.9,2.42,8.88,53.61,6.21,3.38,11.58,65.78,7.48,4.57,11.37,56.21,5.17,2.43,9.2,54.36,3.99,1.64,7.34,49.81,5.5,2.79,11.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRIL,transformersrectifiersindia,TRI,307.46,31.83,12.2,10.35,281.93,20.26,6.43,7.19,339.31,15.61,0.37,4.6,334.91,18.22,5.57,5.44,267.12,18.42,5.49,6.9,216.99,14.64,2.85,6.75,283.78,23.02,6.6,8.11,168.45,14.16,1.11,8.41,175.09,16.41,3.52,9.37,114.76,5.15,-3.58,4.49,163.12,11.88,-1.94,7.28,210.84,12.66,1.47,6.0,153.94,10.87,0.82,7.06,173.05,12.2,0.68,7.05,240.87,21.07,4.81,8.75,196.95,8.2,-1.41,4.16,190.99,10.88,-0.73,5.7,226.63,14.47,2.43,6.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRANSPEK,transpekindustry,TI15,216.17,31.46,19.99,14.55,211.49,25.9,16.4,12.25,142.71,12.42,11.31,8.7,180.03,34.29,22.98,19.05,154.69,27.04,17.6,17.48,121.69,21.03,13.52,17.28,96.49,14.52,10.94,15.05,90.97,11.8,8.02,12.97,77.29,2.55,0.57,3.3,74.65,7.07,3.77,9.47,161.82,36.69,24.21,22.67,165.85,42.33,29.92,25.52,125.34,22.12,15.45,17.65,112.63,8.22,3.35,7.3,166.37,50.39,30.12,30.29,167.29,28.08,14.42,16.79,143.23,21.66,10.93,15.12,117.68,20.15,10.28,17.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TCI,transportcorporationindia,TCI04,932.09,73.3,59.17,7.86,902.91,80.48,68.83,8.91,897.73,89.76,76.67,10.0,837.68,88.98,75.59,10.62,825.14,81.79,68.88,9.91,696.13,55.1,44.01,7.92,892.69,71.88,55.09,8.05,807.09,61.02,37.74,7.56,696.89,47.92,32.62,6.88,405.72,13.06,4.84,3.22,667.78,44.58,30.44,6.68,706.31,49.07,32.46,6.95,684.56,42.51,29.06,6.21,659.19,42.0,26.09,6.37,742.7,63.52,43.01,8.55,710.79,45.14,24.97,6.35,675.21,43.36,26.41,6.42,624.95,39.58,24.49,6.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TFL,transwarrantyfinance,TF10,2.74,0.2,-1.11,7.3,2.62,0.38,-1.16,14.5,7.3,1.2,-0.11,16.44,2.62,0.55,-0.59,20.99,2.31,0.25,-0.84,10.82,2.57,0.56,-0.61,21.79,8.08,0.4,-0.58,4.95,2.14,0.25,-0.49,11.68,2.17,0.0,-0.88,0.0,1.91,-0.17,-0.86,-8.9,2.21,-4.57,-5.15,-206.79,1.41,-0.77,-1.36,-54.61,1.51,-0.48,-1.26,-31.79,1.47,-0.24,-0.81,-16.33,9.15,2.66,2.13,29.07,4.25,0.11,-0.22,2.59,1.85,-0.5,-0.78,-27.03,2.04,-0.42,-0.68,-20.59,,,,,6.05,3.39,2.87,56.03,2.3,-0.64,-0.86,-27.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TREEHOUSE,treehouseeducationaccessories,THE01,1.36,-38.06,-38.84,-2798.53,2.08,-0.54,-1.43,-25.96,1.55,7.87,9.34,507.74,1.49,-16.04,-17.6,-1076.51,1.57,-10.11,-11.79,-643.95,1.39,-5.72,-7.14,-411.51,3.67,-6.45,-16.65,-175.75,0.54,-6.84,-8.21,-1266.67,0.61,-6.56,-7.86,-1075.41,0.46,-6.3,-7.58,-1369.57,0.55,-10.23,-7.96,-1860.0,0.36,-6.75,-8.15,-1875.0,0.6,-0.34,-3.54,-56.67,1.25,-7.2,-8.49,-576.0,,,,,,,,,0.69,-6.89,-8.61,-998.55,1.25,-8.0,-9.21,-640.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TREJHARA,trejharasolutionslimited,TREJH7605,17.18,5.26,3.89,30.62,16.74,4.84,3.44,28.91,16.3,3.35,1.72,20.55,15.21,4.3,3.35,28.27,13.6,4.09,3.31,30.07,13.26,3.77,2.82,28.43,15.01,3.51,3.4,23.38,14.65,4.86,3.23,33.17,14.12,3.97,2.91,28.12,10.46,2.3,1.55,21.99,18.14,2.0,1.48,11.03,12.14,5.08,2.87,41.85,14.56,4.39,1.76,30.15,13.66,1.64,0.83,12.01,26.57,4.67,0.62,17.58,18.81,1.28,0.89,6.8,17.11,8.64,6.83,50.5,14.75,6.81,3.96,46.17,,,,,27.52,3.14,0.61,11.41,27.69,0.22,-1.25,0.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
